date,season,event_name,solar_index,distance_to_center,phase,progress,declination_deg
2025-10-10 00:00:00+00:00,autumn,september_equinox,63,17,decline,0.6966292134831461,-6.707536498512356
2025-10-11 00:00:00+00:00,autumn,september_equinox,64,18,decline,0.7078651685393258,-7.0850075274457875
2025-10-12 00:00:00+00:00,autumn,september_equinox,65,19,decline,0.7191011235955056,-7.460919919971817
2025-10-13 00:00:00+00:00,autumn,september_equinox,66,20,decline,0.7303370786516854,-7.835171188442631
2025-10-14 00:00:00+00:00,autumn,september_equinox,67,21,decline,0.7415730337078652,-8.207655830945109
2025-10-15 00:00:00+00:00,autumn,september_equinox,68,22,decline,0.7528089887640449,-8.578265777058556
2025-10-16 00:00:00+00:00,autumn,september_equinox,69,23,decline,0.7640449438202247,-8.946890862710905
2025-10-17 00:00:00+00:00,autumn,september_equinox,70,24,decline,0.7752808988764045,-9.313419268371495
2025-10-18 00:00:00+00:00,autumn,september_equinox,71,25,decline,0.7865168539325843,-9.677737900270806
2025-10-19 00:00:00+00:00,autumn,september_equinox,72,26,decline,0.797752808988764,-10.039732719166581
2025-10-20 00:00:00+00:00,autumn,september_equinox,73,27,decline,0.8089887640449438,-10.399289028374772
2025-10-21 00:00:00+00:00,autumn,september_equinox,74,28,decline,0.8202247191011236,-10.756291729784877
2025-10-22 00:00:00+00:00,autumn,september_equinox,75,29,decline,0.8314606741573034,-11.110625550391383
2025-10-23 00:00:00+00:00,autumn,september_equinox,76,30,decline,0.8426966292134831,-11.46217523735822
2025-10-24 00:00:00+00:00,autumn,september_equinox,77,31,decline,0.8539325842696629,-11.810825719130449
2025-10-25 00:00:00+00:00,autumn,september_equinox,78,32,decline,0.8651685393258427,-12.156462233650668
2025-10-26 00:00:00+00:00,autumn,september_equinox,79,33,decline,0.8764044943820225,-12.498970430758435
2025-10-27 00:00:00+00:00,autumn,september_equinox,80,34,decline,0.8876404494382022,-12.838236462161948
2025-10-28 00:00:00+00:00,autumn,september_equinox,81,35,decline,0.898876404494382,-13.174147076973505
2025-10-29 00:00:00+00:00,autumn,september_equinox,82,36,decline,0.9101123595505618,-13.506589742088302
2025-10-30 00:00:00+00:00,autumn,september_equinox,83,37,decline,0.9213483146067416,-13.83545280298339
2025-10-31 00:00:00+00:00,autumn,september_equinox,84,38,decline,0.9325842696629213,-14.160625689373969
2025-11-01 00:00:00+00:00,autumn,september_equinox,85,39,decline,0.9438202247191011,-14.48199914835964
2025-11-02 00:00:00+00:00,autumn,september_equinox,86,40,decline,0.9550561797752809,-14.79946545351705
2025-11-03 00:00:00+00:00,autumn,september_equinox,87,41,decline,0.9662921348314607,-15.112918497649694
2025-11-04 00:00:00+00:00,autumn,september_equinox,88,42,decline,0.9775280898876404,-15.422253650848816
2025-11-05 00:00:00+00:00,autumn,september_equinox,89,43,decline,0.9887640449438202,-15.727367290419146
2025-11-06 00:00:00+00:00,autumn,september_equinox,90,44,decline,1.0,-16.02815601152941
2025-11-07 00:00:00+00:00,winter,december_solstice,1,-45,approach,0.0,-16.32451567933956
2025-11-08 00:00:00+00:00,winter,december_solstice,2,-44,approach,0.011235955056179775,-16.61634059076215
2025-11-09 00:00:00+00:00,winter,december_solstice,3,-43,approach,0.02247191011235955,-16.90352298718114
2025-11-10 00:00:00+00:00,winter,december_solstice,4,-42,approach,0.033707865168539325,-17.185953008816085
2025-11-11 00:00:00+00:00,winter,december_solstice,5,-41,approach,0.0449438202247191,-17.463519013873942
2025-11-12 00:00:00+00:00,winter,december_solstice,6,-40,approach,0.056179775280898875,-17.73610809918774
2025-11-13 00:00:00+00:00,winter,december_solstice,7,-39,approach,0.06741573033707865,-18.00360666836159
2025-11-14 00:00:00+00:00,winter,december_solstice,8,-38,approach,0.07865168539325842,-18.265900952385156
2025-11-15 00:00:00+00:00,winter,december_solstice,9,-37,approach,0.0898876404494382,-18.522877447730686
2025-11-16 00:00:00+00:00,winter,december_solstice,10,-36,approach,0.10112359550561797,-18.774423275665807
2025-11-17 00:00:00+00:00,winter,december_solstice,11,-35,approach,0.11235955056179775,-19.02042648303738
2025-11-18 00:00:00+00:00,winter,december_solstice,12,-34,approach,0.12359550561797752,-19.26077630655477
2025-11-19 00:00:00+00:00,winter,december_solstice,13,-33,approach,0.1348314606741573,-19.49536341708836
2025-11-20 00:00:00+00:00,winter,december_solstice,14,-32,approach,0.14606741573033707,-19.724080152816995
2025-11-21 00:00:00+00:00,winter,december_solstice,15,-31,approach,0.15730337078651685,-19.946820743267633
2025-11-22 00:00:00+00:00,winter,december_solstice,16,-30,approach,0.16853932584269662,-20.163481522055754
2025-11-23 00:00:00+00:00,winter,december_solstice,17,-29,approach,0.1797752808988764,-20.373961125049934
2025-11-24 00:00:00+00:00,winter,december_solstice,18,-28,approach,0.19101123595505617,-20.57816067233226
2025-11-25 00:00:00+00:00,winter,december_solstice,19,-27,approach,0.20224719101123595,-20.775983935432293
2025-11-26 00:00:00+00:00,winter,december_solstice,20,-26,approach,0.21348314606741572,-20.967337494085132
2025-11-27 00:00:00+00:00,winter,december_solstice,21,-25,approach,0.2247191011235955,-21.152130887310353
2025-11-28 00:00:00+00:00,winter,december_solstice,22,-24,approach,0.23595505617977527,-21.330276760219586
2025-11-29 00:00:00+00:00,winter,december_solstice,23,-23,approach,0.24719101123595505,-21.501690999349425
2025-11-30 00:00:00+00:00,winter,december_solstice,24,-22,approach,0.25842696629213485,-21.66629283526243
2025-12-01 00:00:00+00:00,winter,december_solstice,25,-21,approach,0.2696629213483146,-21.82400487431146
2025-12-02 00:00:00+00:00,winter,december_solstice,26,-20,approach,0.2808988764044944,-21.97475301015543
2025-12-03 00:00:00+00:00,winter,december_solstice,27,-19,approach,0.29213483146067415,-22.118466174911088
2025-12-04 00:00:00+00:00,winter,december_solstice,28,-18,approach,0.30337078651685395,-22.255075934239464
2025-12-05 00:00:00+00:00,winter,december_solstice,29,-17,approach,0.3146067415730337,-22.384516005419254
2025-12-06 00:00:00+00:00,winter,december_solstice,30,-16,approach,0.3258426966292135,-22.50672184330877
2025-12-07 00:00:00+00:00,winter,december_solstice,31,-15,approach,0.33707865168539325,-22.6216304414663
2025-12-08 00:00:00+00:00,winter,december_solstice,32,-14,approach,0.34831460674157305,-22.729180417910108
2025-12-09 00:00:00+00:00,winter,december_solstice,33,-13,approach,0.3595505617977528,-22.829312345443732
2025-12-10 00:00:00+00:00,winter,december_solstice,34,-12,approach,0.3707865168539326,-22.921969215352295
2025-12-11 00:00:00+00:00,winter,december_solstice,35,-11,approach,0.38202247191011235,-23.007096919381727
2025-12-12 00:00:00+00:00,winter,december_solstice,36,-10,approach,0.39325842696629215,-23.084644675548873
2025-12-13 00:00:00+00:00,winter,december_solstice,37,-9,approach,0.4044943820224719,-23.154565370840174
2025-12-14 00:00:00+00:00,winter,december_solstice,38,-8,approach,0.4157303370786517,-23.216815826130148
2025-12-15 00:00:00+00:00,winter,december_solstice,39,-7,approach,0.42696629213483145,-23.271357002507585
2025-12-16 00:00:00+00:00,winter,december_solstice,40,-6,approach,0.43820224719101125,-23.318154169424545
2025-12-17 00:00:00+00:00,winter,december_solstice,41,-5,approach,0.449438202247191,-23.357177050132208
2025-12-18 00:00:00+00:00,winter,december_solstice,42,-4,approach,0.4606741573033708,-23.38839995295957
2025-12-19 00:00:00+00:00,winter,december_solstice,43,-3,approach,0.47191011235955055,-23.41180189032526
2025-12-20 00:00:00+00:00,winter,december_solstice,44,-2,approach,0.48314606741573035,-23.427366682068985
2025-12-21 00:00:00+00:00,winter,december_solstice,45,-1,approach,0.4943820224719101,-23.435083036407647
2025-12-22 00:00:00+00:00,winter,december_solstice,46,0,peak,0.5056179775280899,-23.434944600837046
2025-12-23 00:00:00+00:00,winter,december_solstice,47,1,decline,0.5168539325842697,-23.426949976306513
2025-12-24 00:00:00+00:00,winter,december_solstice,48,2,decline,0.5280898876404494,-23.411102689970477
2025-12-25 00:00:00+00:00,winter,december_solstice,49,3,decline,0.5393258426966292,-23.387411123277992
2025-12-26 00:00:00+00:00,winter,december_solstice,50,4,decline,0.550561797752809,-23.355888391770492
2025-12-27 00:00:00+00:00,winter,december_solstice,51,5,decline,0.5617977528089888,-23.316552170402957
2025-12-28 00:00:00+00:00,winter,december_solstice,52,6,decline,0.5730337078651685,-23.26942445495111
2025-12-29 00:00:00+00:00,winter,december_solstice,53,7,decline,0.5842696629213483,-23.214531249860936
2025-12-30 00:00:00+00:00,winter,december_solstice,54,8,decline,0.5955056179775281,-23.151902181414425
2025-12-31 00:00:00+00:00,winter,december_solstice,55,9,decline,0.6067415730337079,-23.081570057518434
