date,season,event_name,solar_index,distance_to_center,phase,progress,declination_deg,fixed_season,fixed_index,fixed_distance,fixed_phase,fixed_progress,deviation,abs_deviation,drift_trend
2020-01-01 00:00:00+00:00,winter,december_solstice_prev,55,9,decline,0.6067415730337079,-23.041483004612378,winter,57.0,11.0,decline,0.6292134831460674,-2.0,2.0,-2.0
2020-01-02 00:00:00+00:00,winter,december_solstice_prev,56,10,decline,0.6179775280898876,-22.95930544779346,winter,58.0,12.0,decline,0.6404494382022472,-2.0,2.0,-2.0
2020-01-03 00:00:00+00:00,winter,december_solstice_prev,57,11,decline,0.6292134831460674,-22.86949664277561,winter,59.0,13.0,decline,0.651685393258427,-2.0,2.0,-2.0
2020-01-04 00:00:00+00:00,winter,december_solstice_prev,58,12,decline,0.6404494382022472,-22.772102303297377,winter,60.0,14.0,decline,0.6629213483146067,-2.0,2.0,-2.0
2020-01-05 00:00:00+00:00,winter,december_solstice_prev,59,13,decline,0.651685393258427,-22.667171994776776,winter,61.0,15.0,decline,0.6741573033707865,-2.0,2.0,-2.0
2020-01-06 00:00:00+00:00,winter,december_solstice_prev,60,14,decline,0.6629213483146067,-22.554758967908757,winter,62.0,16.0,decline,0.6853932584269663,-2.0,2.0,-2.0
2020-01-07 00:00:00+00:00,winter,december_solstice_prev,61,15,decline,0.6741573033707865,-22.4349199698149,winter,63.0,17.0,decline,0.6966292134831461,-2.0,2.0,-2.0
2020-01-08 00:00:00+00:00,winter,december_solstice_prev,62,16,decline,0.6853932584269663,-22.307715028077286,winter,64.0,18.0,decline,0.7078651685393258,-2.0,2.0,-2.0
2020-01-09 00:00:00+00:00,winter,december_solstice_prev,63,17,decline,0.6966292134831461,-22.173207210169828,winter,65.0,19.0,decline,0.7191011235955056,-2.0,2.0,-2.0
2020-01-10 00:00:00+00:00,winter,december_solstice_prev,64,18,decline,0.7078651685393258,-22.031462372351612,winter,66.0,20.0,decline,0.7303370786516854,-2.0,2.0,-2.0
2020-01-11 00:00:00+00:00,winter,december_solstice_prev,65,19,decline,0.7191011235955056,-21.882548925314076,winter,67.0,21.0,decline,0.7415730337078652,-2.0,2.0,-2.0
2020-01-12 00:00:00+00:00,winter,december_solstice_prev,66,20,decline,0.7303370786516854,-21.726537652381474,winter,68.0,22.0,decline,0.7528089887640449,-2.0,2.0,-2.0
2020-01-13 00:00:00+00:00,winter,december_solstice_prev,67,21,decline,0.7415730337078652,-21.563501612216026,winter,69.0,23.0,decline,0.7640449438202247,-2.0,2.0,-2.0
2020-01-14 00:00:00+00:00,winter,december_solstice_prev,68,22,decline,0.7528089887640449,-21.393516139025202,winter,70.0,24.0,decline,0.7752808988764045,-2.0,2.0,-2.0
2020-01-15 00:00:00+00:00,winter,december_solstice_prev,69,23,decline,0.7640449438202247,-21.216658926227893,winter,71.0,25.0,decline,0.7865168539325843,-2.0,2.0,-2.0
2020-01-16 00:00:00+00:00,winter,december_solstice_prev,70,24,decline,0.7752808988764045,-21.033010158048466,winter,72.0,26.0,decline,0.797752808988764,-2.0,2.0,-2.0
2020-01-17 00:00:00+00:00,winter,december_solstice_prev,71,25,decline,0.7865168539325843,-20.84265264762478,winter,73.0,27.0,decline,0.8089887640449438,-2.0,2.0,-2.0
2020-01-18 00:00:00+00:00,winter,december_solstice_prev,72,26,decline,0.797752808988764,-20.64567194917322,winter,74.0,28.0,decline,0.8202247191011236,-2.0,2.0,-2.0
2020-01-19 00:00:00+00:00,winter,december_solstice_prev,73,27,decline,0.8089887640449438,-20.442156426653,winter,75.0,29.0,decline,0.8314606741573034,-2.0,2.0,-2.0
